name,energy,fat,carbohydrates,sugar,fibers,protein,salt
White_cabbage_stewed_(without_addition_of_fat_and_salt)_,37,0.6,4.6,4.2,3.5,1.4,0
Whitefish_raw,101,2.7,0,0,0,19.2,0.1
Whole_milk_powder,480,26.2,35.1,35.1,0,24.7,0.9
Whole_milk_3.5_%_Fat_UHT,65,3.5,5,5,0,3.2,0.1
Whole_milk_pasteurized,68,4,4.7,4.7,0,3.2,0.1
Whole_milk_UHT,68,4.1,4.6,4.6,0,3.2,0.1
Wholemeal_pasta_egg-free_cooked_in_salted_water_(uniodised),152,1.2,26.8,0.3,5.4,5.9,1
Wholemeal_pasta_egg-free_dry,338,2.5,60.6,0.7,11.5,12.6,0
Wholemeal_rice_waffles,390,2.8,81.5,1.5,4.2,7.7,0.8
Wholewheat_bread,213,1.3,38.3,0.7,6.9,8.6,1.4
Wienerli_(Swiss_sausage),242,20.4,0.6,0.6,0,13.9,2.2
Wienerli_(Swiss_sausage)_cooked,220,18.4,0.6,0.6,0,13,1.8
Wild_boar_raw,108,3.4,0,0,0,19.5,0.2
Wine_red_12_vol%,69,0,0.3,0.3,0,0.2,0
Wine_red_13.5_vol%,76,0,0.2,0.2,0,0,0
Wine_red_9_vol%,54,0,0.2,0.2,0,0.2,0
Wine_white_11_vol%,70,0,2,2,0,0.1,0
Wine_white_12.5_vol%,71,0,0.1,0.1,0,0.2,0
Wine_white_spritzer_sour,36,0,0.1,0.1,0,0.1,0
Wine_white_spritzer_sweet,55,0,4.8,4.8,0,0.1,0
Yeast_(baking)_pressed,96,1.2,1.1,0,6.9,16.7,0.1
Yeast_dough_(with_butter)_sweet_raw,311,11.1,43.2,6.4,1.9,8.7,0.9
Yeast_dough_(with_vegetable_fat)_sweet_raw,300,11.1,39.9,1.1,2.1,9.2,1
Yeast_dried,354,4.2,26.5,3.2,9.5,47.9,0.2
Yellow_plum_fresh,76,0.2,18,13.3,2.2,0.6,0
Yoghurt_with_added_sugar_(average),105,3.4,14.7,13.8,0.4,3.7,0.1
Yogurt_Bifidus_plain,66,3.6,4.5,4.5,0,4,0.1
Yogurt_dressing_(without_oil),64,3.3,5,5,0.1,3.6,0.5
Yogurt_flavored_low_fat_with_sweetener,47,0.1,7,7,0,4.4,0.1
Yogurt_natural,66,3.6,4.5,4.5,0,3.9,0.1
Yogurt_substitute_soy-based_plain,45,2.2,1.5,0.6,1.5,4,0.1
Yogurt_substitute_soy-based_plain_with_calcium_fortified,45,2.2,1.5,0.6,1.5,4,0.1
Yogurt_substitute_soy-based_with_fruits_or_flavour,82,1.8,12.2,10.9,1.4,3.4,0.1
Yogurt_substitute_soy-based._with_fruit_or_flavour_with_calcium_fortified,82,1.8,12.2,10.9,1.4,3.4,0.1
Yogurt_with_fruit_low_fat_with_sweetener,49,0.1,7,7,0.9,4.5,0.1
Yogurt_chocolate,120,3.9,16.9,15.5,0.8,3.9,0.1
Yogurt_hazelnut,119,4.6,15,14,0.9,3.8,0.1
Yogurt_low_fat,42,0.1,5.5,5.5,0,4.7,0.2
Yogurt_mocca,99,3.1,14.1,13.2,0,3.7,0.1
Yogurt_mocca_organic,95,3.3,13.1,12.4,0,3.4,0.1
Yogurt_s  awberry,101,2.7,15.2,14.3,0.9,3.4,0.1
Yogurt_vanilla,98,3,14,13.1,0,3.7,0.1
Zampone,361,31.6,0,0,0,19.1,3.4
Ziger_white,122,7.2,3.3,3.3,0,10.9,0.1
Zucchini_piccata_prepared,124,8,6.6,1.8,1.1,5.7,0.2
Zucchini_slices_breaded_prepared,127,5.5,13.5,2.1,1.5,5,0.2
Zucchini_raw,19,0.2,2,1.9,1,1.8,0
Zucchini_steamed_(without_addition_of_salt),20,0.2,2.2,2.1,1.1,1.9,0
Zucchini_stewed_(without_addition_of_fat_and_salt),23,0.2,2.4,2.3,1.2,2.2,0
